 201009	67.16663
 201010	46.09212
 201011	43.93703
 201012	33.477425
 201101	18.230104
 201102	11.355555
 201103	29.15519
 201104	48.9374
 201105	65.645874
 201106	74.73739
 201107	85.12047
 201108	76.162025
 201109	62.965923
 201110	48.904655
 201111	26.66556
 201112	23.074553
 201201	17.57635
 201202	5.5934825
 201203	27.894978
 201204	62.349247
 201205	71.51542
 201206	78.27297
 201207	80.053185
 201208	79.8698
 201209	63.86894
 201210	54.387966
 201211	37.312897
 201212	21.245163
 201301	23.206892
 201302	28.30073
 201303	36.824993
 201304	53.6649
 201305	71.067345
 201306	76.25146
 201307	77.55671
 201308	74.66665
 201309	61.633793
 201310	47.938904
 201311	40.301174
 201312	27.09954
 201401	18.972572
 201402	18.621689
 201403	36.58271
 201404	49.721703
 201405	71.66385
 201406	75.49553
 201407	78.58896
 201408	81.81425
 201409	62.68802
 201410	56.24705
