1984	29.362717
 1985	45.340206
 1986	46.127098
 1987	44.688297
 1988	47.754166
 1989	49.26301
 1990	49.227375
 1991	49.4695
 1992	46.947983
 1993	43.042683
 1994	44.68863
 1995	47.463207
 1996	43.666664
 1997	45.468277
 1998	48.784103
 1999	51.08293
 2000	49.688087
 2001	49.7051
 2002	49.97658
 2003	47.986847
 2004	51.089314
 2005	50.629738
 2006	49.070843
 2007	50.631058
 2008	49.33124
 2009	49.311516
 2010	51.93585
 2011	47.814316
 2012	49.975533
 2013	48.68485
 2014	56.597706
